Longitude,Latitude,Altitude,d0101,d0102,d0103,d0104,d0105,d0106,d0107,d0108,d0109,d0110,d0111,d0112,d0113,d0114,d0115,d0116,d0117,d0118,d0119,d0120,d0121,d0122,d0123,d0124,d0125,d0126,d0127,d0128,d0129,d0130,d0131,d0201,d0202,d0203,d0204,d0205,d0206,d0207,d0208,d0209,d0210,d0211,d0212,d0213,d0214,d0215,d0216,d0217,d0218,d0219,d0220,d0221,d0222,d0223,d0224,d0225,d0226,d0227,d0228,d0301,d0302,d0303,d0304,d0305,d0306,d0307,d0308,d0309,d0310,d0311,d0312,d0313,d0314,d0315,d0316,d0317,d0318,d0319,d0320,d0321,d0322,d0323,d0324,d0325,d0326,d0327,d0328,d0329,d0330,d0331,d0401,d0402,d0403,d0404,d0405,d0406,d0407,d0408,d0409,d0410,d0411,d0412,d0413,d0414,d0415,d0416,d0417,d0418,d0419,d0420,d0421,d0422,d0423,d0424,d0425,d0426,d0427,d0428,d0429,d0430,d0501,d0502,d0503,d0504,d0505,d0506,d0507,d0508,d0509,d0510,d0511,d0512,d0513,d0514,d0515,d0516,d0517,d0518,d0519,d0520,d0521,d0522,d0523,d0524,d0525,d0526,d0527,d0528,d0529,d0530,d0531,d0601,d0602,d0603,d0604,d0605,d0606,d0607,d0608,d0609,d0610,d0611,d0612,d0613,d0614,d0615,d0616,d0617,d0618,d0619,d0620,d0621,d0622,d0623,d0624,d0625,d0626,d0627,d0628,d0629,d0630,d0701,d0702,d0703,d0704,d0705,d0706,d0707,d0708,d0709,d0710,d0711,d0712,d0713,d0714,d0715,d0716,d0717,d0718,d0719,d0720,d0721,d0722,d0723,d0724,d0725,d0726,d0727,d0728,d0729,d0730,d0731,d0801,d0802,d0803,d0804,d0805,d0806,d0807,d0808,d0809,d0810,d0811,d0812,d0813,d0814,d0815,d0816,d0817,d0818,d0819,d0820,d0821,d0822,d0823,d0824,d0825,d0826,d0827,d0828,d0829,d0830,d0831,d0901,d0902,d0903,d0904,d0905,d0906,d0907,d0908,d0909,d0910,d0911,d0912,d0913,d0914,d0915,d0916,d0917,d0918,d0919,d0920,d0921,d0922,d0923,d0924,d0925,d0926,d0927,d0928,d0929,d0930,d1001,d1002,d1003,d1004,d1005,d1006,d1007,d1008,d1009,d1010,d1011,d1012,d1013,d1014,d1015,d1016,d1017,d1018,d1019,d1020,d1021,d1022,d1023,d1024,d1025,d1026,d1027,d1028,d1029,d1030,d1031,d1101,d1102,d1103,d1104,d1105,d1106,d1107,d1108,d1109,d1110,d1111,d1112,d1113,d1114,d1115,d1116,d1117,d1118,d1119,d1120,d1121,d1122,d1123,d1124,d1125,d1126,d1127,d1128,d1129,d1130,d1201,d1202,d1203,d1204,d1205,d1206,d1207,d1208,d1209,d1210,d1211,d1212,d1213,d1214,d1215,d1216,d1217,d1218,d1219,d1220,d1221,d1222,d1223,d1224,d1225,d1226,d1227,d1228,d1229,d1230,d1231,Media
-51.2331,-22.7667,373,0,43.8,0,0,0,0,0,0,3.9,3.2,0,0,0,0,0,0,4.9,9.5,36.3,7.3,12.6,74.3,0,0,6.4,0,0,24.6,0,3.8,4.8,15.8,2.9,3.8,0,8.3,18.7,10.3,9.8,0,17.9,20.7,0,18.3,37,8.4,0,0,0,0,26.9,0,6.4,0,8.3,3.8,0,0,0,43.9,0,8.4,12.6,0,0,0,0,0,0,3.9,3.2,0,0,0,10.4,3.8,0,8.4,2.3,17.3,12.7,0,0,12.6,1.8,0,0,0,3.8,1.3,0,0,0,48.3,0,0,0,0,0,0,0,0,48.7,11.9,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,3.2,4.8,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,22.4,0,0,0,6.3,0,0,0,13.4,11.4,0,0,3.8,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,8.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,10.6,0,0,0,38.4,22.8,24.9,8.3,11.8,0,0,0,0,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,0,0,56.8,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,18.9,0,0,0,0,56.4,0.142857142857143
-51.0319,-22.8517,370,0,0,0,0,0,0,0,0,0,0,0,0,6.5,3.1,3.5,0,25.2,26.9,22.6,12.4,42.5,27.5,0,14.8,0,0,0,0,24.6,11.7,11.3,0,0,0,4.7,4.4,0,0,0,31.4,0.3,19.4,0,62.1,9.7,6.4,0,12.6,0,0,0.9,11.3,0,0,14.6,0,28.8,0,29.5,0,0,0.2,8,0.4,0,1.6,1.7,0,0,0,8.2,0,6.6,0,0,0,0,14.7,0,0,0,6.8,2.6,0,0,0,0,7.1,0,0,0,0,0,34.3,0,0,0,0,0,0,0,0,22.7,22,0,0,0,0,0,0,0,0,0,0,0,25,0,2.2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,12.9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.3,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,6.9,0,15.3,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,12.7,0,0,0,0,0,0,0,0,0,5.5,0.3,0,0,0,0,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,19.7,0,0,9.5,33.7,2.1,11.6,0.6,0,0,0,0,0,0,0,1,18.7,0,0,0,29.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,21.3,52.9,5.5,10.1,0,0,0,0,0,27.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,8.7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,1.8,30.1,0.479452054794521
-51.7897,-22.6964,373,0,0,0,15.8,0,0,20.7,0,30.2,0,0,4.3,0,0,0,0,18.5,0,22.1,10.3,0,0,0,7.9,10.8,9.1,0,0,0,0,0,0,0,0,0,0,0,56.9,0,29.8,49.2,0,0,0,43.1,0,0,0,7.2,0,0,0,0,0,24.1,0,10.4,40.2,0,40.7,0,0,0,0,0,0,0,0,0,0,0,0,30.9,0,0,0,0,0,0,0,0,15.8,0,0,0,1.5,0,0,15.2,0,0,0,0,39.1,0,0,0,0,0,0,0,0,115.5,0,0,0,0,0,0,0,0,0,0,0,0,77.9,0,0,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,11.5,0,0,22,0,0,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,5.6,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,31.6,0,46.2,12.3,25.1,45.2,0,1.7,0,0,0,0,0,0,0,0,36.7,0,0,0,30.2,0,0,0,0,0,0,0,10.1,0,0,0,0,0,0,35.2,23.3,13.5,0,0,0,0,0,37.7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,62.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,47.9,0.109324758842444
-51.6422,-22.6997,377,0,0,0,0,0,0,7.1,11.2,10.3,0,4.8,0,9.9,14.9,0,0,6.8,3.8,23.9,9.7,29.6,19.8,0,0,0,27.5,9.7,0,0,7.9,0,10.1,0,0.5,52.6,0.1,0,23.2,30.2,18.5,9,15.7,0.6,0.5,0,0,2.5,0,0,2.5,0,0,0,0,0,3.6,37.2,23.5,3.7,0,0,0.3,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,3.5,2.7,0,0,0,10.3,23.7,3.3,0,0,0,0,0,0,0,81.3,32.1,0,0,0,0,0,0,0,1.8,0,0,0,20.8,0,0,0,0,4,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,12.3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,6.4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,18.4,0.5,6.8,20,0,0,0,0,0,0,0,0,8.4,0,9.5,0,0,0,0,0,0,0,14.1,0,0,0,0,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,14.2,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,5.1,34.7,0,29.8,12.9,25.6,52.7,4.2,0,0,0,0,0,0,0,0,0.2,20.9,0,0,0,55.8,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,84.4,25.1,1.6,0,0,0,0,0,21.3,5.5,0,0,0,0,0,0,0,0,0,0,0,0,16.4,4.6,0,0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,12.7,6.9,0,0,0,5.1,56.1,0.260714285714286
-51.5956,-22.8228,500,0,0,0,0,0,0,0,17.8,7.2,0,0,0,4.6,12.2,0,0,8.1,14.4,63,10.2,6.9,27.1,0,0.6,0,0,0,0,0,7.1,0,5,12.7,8.8,8.9,2.3,3.3,51.5,19.3,8.6,19.3,24.2,0,15.2,2.5,3.1,5.9,0,0,0,0,0,0,0,18.7,0,0.6,48.2,0,0,0,4,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0.5,11.8,0,0,7.8,0,0,67.6,1.5,0,0,0,0,0,0,0,78.5,41.8,0,0,0,0,0,0,0,0,0,0,0,31.3,0,0,0,14.7,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,18.3,10.2,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.4,0,0,5.4,5.4,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,32.6,2.1,0,26.7,0,0,0,0,0,0,0,11.7,5.3,0,9,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,18.9,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.9,3.6,0,2.1,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,4.8,32.7,0.3,35.5,3.1,39.9,29.2,3.2,4.7,0,0,0,0,0,0,0,0,17.1,0,0,20.3,36,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3,40.8,0.9,0,0,0,0,0,34.7,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,1.5,0,29.3,10.6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,23.5,0.448028673835125
-52.1,-22.8331,250,0,0,0,0,0,0,0.2,4.3,26.8,0,1.5,0,0,7,10.1,0,0,0.3,29,16.6,24.9,0,0,0,0,0,13.4,13.3,0,0,0,0,0,0,0,5.3,13.4,15.3,0,0,47.4,3.4,5.8,8.9,16.8,0,0,0,0,0,0,0,0,18.3,0,0,0,43.9,0,0,0,0,11.4,0,0,0,0,0,0,35.5,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,0,0,36.6,0,0,0,0,0,4.9,38.9,0,0,0,0,0,0,0,55,18.5,0,0,4.8,33.7,0,0,0,0,0.3,0,20.3,0,0,0,0,8.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,6.8,0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,7.3,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9,6.6,0,0,0,0,0,0,0,0,10.5,28.7,0,0,0,0,0,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4,0,0,43.2,0,0,0,0,0,0,0,0,0,0,44.6,0,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,40.2,9.6,0,0,0,0,0,0,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1,17.1,0.296416938110749
-52.0364,-22.5508,318,0,0,0,0,2,0,0,3.7,0,9.1,0,6.3,0,0,1.2,0,0,44,18.5,6.6,19,5,0,0,0,0.3,3.9,0,0,0,0,6.9,5.2,16.1,35.6,0,0,0,17.1,1.2,50.2,10.1,1.6,17.8,0.6,0,0,5.7,0,0.3,1.8,0,0,0.5,24,0,0,85.2,29.7,8.3,0,3.9,29.8,49.3,0.2,0,0,0,0,18.6,4.2,0,0.9,0,0,0,0,0,0,0,3.1,0,0,0,0,32.7,31.8,0,0,15.5,0,2.7,6.8,11.8,0,0,0,0,0,0,0,0,90.1,3.7,0,0,0,0,0,0,0,3.1,0,0,0,33.9,0,0,0,0.8,8.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,7.8,1.7,37.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,3.6,2.3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,12.5,0,0,13.5,0,0,0,0,0,0,0,0,5,0,7.5,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,5.2,0.2,0,0,0,0,0,0,0,0,0,0,0.1,1.2,0.6,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,11.9,72.3,0,0.8,25.7,9.3,41.9,0.9,0.5,0,0,0,0,0,0,0,0,24.5,0,0,0,26.1,1.9,0,0,0,0,0,0,3.1,0,10.6,0,0,0,4.1,43.3,13.7,0,0,0,0,0,0,53.9,1.7,0,0,0,0,0,0,0,0,0,0,0,0,4.9,17.1,0,1.1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.9,3.1,0.36996336996337
-52.8606,-22.6542,329,0,0,0.5,0,0,0,3.5,0,0,0,3.5,0,0.5,0,7.1,0,5.3,18.1,0,3.5,114.4,55.7,13,0,0,2.4,47.7,0,0,0,0,0,0,0,13,0.7,0,14.4,7.5,3.3,30.3,18.4,3,31,20.7,0,1.5,0,0,1.8,4.2,0,0,0,0,0,1.1,54.4,10.3,1.3,0,4.7,6.7,28.7,0,0.5,0,0,0,15.7,5.8,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,19.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,11.3,70.1,0.6,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,25,14.7,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,9.2,18.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,26.5,4.4,33,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,0,0,28.1,0,0,0,0,0,0,0,0.5,19.1,0.5,7.2,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,18.5,3.2,0,0,0,0,0,0,0,0,0,0,1.1,0,0,9.1,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,4.7,66.5,0.3,0,10.2,20.6,1.6,1.4,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,44.5,17.9,0,0,0,0,0,0,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,8.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,6.8,0,0,0,10.5,0.5,0.898954703832753
-52.5181,-22.6528,333,0,0,0,0,0,0,0,0,19.2,0,0,0,0,2,0,0,0,20.5,7.7,0,9.4,34,0,0,0,0,0,0,0,0,0,0,0,0,42.9,0,3.5,12,8.7,2.5,42,5,10,41,32,0,0,0,0,0,0,0,0,0,0,0,0,48.5,25,0,0,0.5,10,5.5,0,0,0,0,0,0,8.5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,10,0,0,0,53,0,0,0,0,0,0,0,0,79.5,0,0,0,0,0,0,0,0,13.5,0,0,0,24,0,0,0,16.5,8.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,4.9,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,73,0,0,0,7.5,16.6,0.9,0,0,0,0,0,0,0,0,0.9,0,39.3,0,0,0,22.4,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,74.2,0,0,0,0,0,0,0,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,14.9,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,6.4,0,0,0,53.9,1.42461538461538
-52.1331,-22.6608,299,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,25,5,25,0,17,3,0,0,0,3,0,0,0,0,0,1,11,80,5,18,0,21,2,0,37,6,0,35,0,0,0,8,0,0,0,0,0,4,0,0,0,11,30,10,0,34,20,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,0,0,0,1,55,0,0,0,0,0,0,0,0,25,110,8,0,0,0,0,0,0,0,6,0,0,0,26,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,20,0,0,0,0,0,0,0,0,10,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,47.8,0,0,10,12.2,0,8,0,0,0,0,0,0,0,0,0,0,30,0,0,0,20.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2406015037594
-52.9831,-22.7667,414,0,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,0,0,0,0,0,42.2,82.7,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,20,50,60,0,11.9,5.8,0,22.2,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,0,0,15.5,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,19.5,55.4,13.5,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,22.3,14.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,7.4,7.7,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,29.7,0,44.1,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,38.2,0,0,0,0,0,0,0,1.9,23.2,6.3,2.4,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,16.9,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,0,16.9,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,19.2,66.6,0,0,20.9,0,14.3,12.6,0,0,0,0,0,0,0,0,0,37.3,0,0,0,50.9,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,46.3,5.6,0,0,0,0,0,0,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,0,0,6.3,0,0,0.604501607717042
-52.6164,-22.7306,437,0,0,19.3,0,0,0,3.4,0,0,0,0,0,0,0,1.9,0,0,14.4,7.1,0,73.2,29.6,0,0,0,0,0,0,0,0,0,0,3.6,0,19.2,0,0,29.6,4.9,2.9,25.7,23.4,44.6,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,13.9,0.7,0,19.7,8.7,0,0,0.8,0,0,1.9,0,3,0,7.5,0,0,0,0,0,4.3,0,0,0,3.3,0,0,0,0,50.2,0,2.9,2.7,4.8,30.5,0,0,0,0,0,0,0,0,80.4,0,2.9,0,0,0,0,0,0,0,0,0,0,31.2,0,0,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0,46.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,18.8,4.8,27.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,33.4,0,0,0,0,0,0,0,0,0,18.2,0,6.5,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,3.9,0,0,0,0,0,0,0,0,0,0,0.9,0,12.6,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,65.3,0,5.8,0,0,28.8,0,0,0,0,0,0,0,0,0,0,0,29.5,0,0,0,29,0,0,0,0,0,0,0,1.5,0,2.2,0,0,0,0,0,91.6,0,0,0,0,0,0,42.4,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,36.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.5,0,0,0,2.9,6.6,0.20066889632107
-52.4464,-22.7311,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,10.5,10.1,0.4,0.8,39.9,18.9,14.1,0,0,0,0,0.1,0,0,0,0.2,0.5,0,18.7,0.8,0,12.5,0.4,0,39.1,3.3,0,0,0,0,0,0,0.5,0,0,0,0,50.1,0,0,0,22.4,0,0,0,0.8,21.9,5,0,0,0,0,0,70.9,2.3,0,0,0,0,0,0,0,0,0,0,6.3,6.1,0,0,0,0,58.1,6.1,0.5,0,3.1,0,36.5,0,0,0,0,0,0,0,0,101.4,0,0,0,0,0,0,0,0,0,0,0,0,19.1,0,0,0,9.9,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,8.3,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.5,19.2,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0,17.7,0,0,0,0,0,0,0,0,23,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,0.1,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.2,0,0,12.1,3.9,0,0,0,0,0,0,0,0,0,0,2.6,0,0,7,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,2,50.4,0,0,8.1,16.4,0.3,0,0,0,0,0,0,0,0,0,0,35.2,0,0,0,32.4,0,0,0,0,0,0,0,5.3,5.9,0,0,0,0,0,34.1,10.1,0,0,0,0,0,0,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,15.9,0,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0.5,0,0,0,0,25.5,83.1,0.230508474576271
-52.35,-22.7331,420,0,0,0,0,0,0,21,61,0,0,0,0,0,0,0,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,73,8,0,41.3,27.2,0,0,0,0,0,0,0,0,0,0,0,30,35,0,0,0,0,35,7,0,0,0,0,0,31.2,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,21.6,34.3,0,14.4,0,0,0,48,0,0,0,0,0,0,0,23,33.1,39.6,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,4.7,20.7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.2,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9,0,0,0,0,0,0,0,0,0,0,0,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,22.1,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,57.8,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,46.5,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1.61127596439169
